title,date
"Western firms are coining it along China’s One Belt, One Road",stern-firm
A rush for immunotherapy cancer drugs means new bedfellows,rush-for-i
The world’s largest online-travel company,e-worlds-l
"Thanks to streaming services, China’s consumers have begun paying for music",anks-to-st
Foreign executives need to get their feet dirty to succeed in Africa,reign-exec
The wage gap between men and women varies depending on job types,e-wage-gap
Can data predict fashion trends?,n-data-pre
The Trump presidency may not have helped Kushner Companies,e-trump-pr
An overhaul of Brazilian labour law should spur job creation,-overhaul-
An action plan for Uber’s next chief executive,-action-pl
Demand for exorcists is soaring in France,mand-for-e
How Donald Trump is monetising his presidency,w-donald-t
The spread of 3D models creates intellectual-property problems,e-spread-o
China may match or beat America in AI,ina-may-ma
An illustrious Hong Kong container firm sells to China,-illustrio
Norwegian might still transform long-haul flying,rwegian-mi
An illustrious Hong Kong container firm sells to China,-illustrio
Norwegian might still transform long-haul flying,rwegian-mi
The fashion industry pays attention to plus-size women,e-fashion-
Millions of things will soon have digital twins,llions-of-
The United States of debt,e-united-s
Craft beer in America goes flat,aft-beer-i
A reality check for virtual headsets,reality-ch
Detroit’s car firms try to match Silicon Valley,troits-car
Hollywood studios dip their toes in virtual reality,llywood-st
"Russian oligarch Vladimir Yevtushenkov falls from grace, again",ssian-olig
Who would buy Air India?,o-would-bu
Food-delivery firms like Delivery Hero are thriving,od-deliver
The European Commission levies a huge fine on Google,e-european
How to Trump-proof your company,w-to-trump
The new old thing,e-new-old-
Awards,ards
An activist investor bites into Nestlé,-activist-
Takata’s bankruptcy is a result of familiar failings,katas-bank
What Rosneft’s purchase of Essar’s oil refinery means,at-rosneft
China bulks up in cruise-ship construction,ina-bulks-
The European Union levies a record fine of €2.4bn against Google,e-european
The prospects for the world’s biggest IPO,e-prospect
India’s huge buffalo-meat industry is in limbo,dias-huge-
"Amazon’s big, fresh deal with Whole Foods",azons-big-
General Motors is getting smaller but more profitable,neral-moto
A hybrid startup offers AI services to business,hybrid-sta
Cisco adapts to the rise of cloud computing,sco-adapts
Travis Kalanick steps down as chief executive of Uber,avis-kalan
Fidelity’s lessons for the asset-management business,delitys-le
A trendy Asian lifestyle chain opens in North Korea,trendy-asi
General Electric picks a new boss,neral-elec
An industry shudders as Amazon buys Whole Foods for $13.7bn,-industry-
Tanzania’s firebrand leader takes on its largest gold miner,nzanias-fi
A Swedish activist speaks softly and carries a big stick,swedish-ac
German deep discounters go big in America,rman-deep-
"One year before the World Cup, FIFA is shunned by sponsors",e-year-bef
"One year before the World Cup, FIFA is shunned by sponsors",e-year-bef
Canadian banks don’t face a crisis. They do face a strategic trilemma,nadian-ban
A high-flying Chinese dealmaker has his wings clipped,high-flyin
American energy firms are enjoying a bonanza south of the border,erican-ene
Corporate Europe is giddy with optimism,rporate-eu
America’s number two ride-hailing firm,ericas-num
Big business sees the promise of clean energy,g-business
The battle for territory in digital cartography,e-battle-f
How retailers are watching shoppers’ emotions,w-retailer
President Trump wants to privatise air-traffic control,esident-tr
A wind pioneer is sceptical about batteries,wind-pione
Chinese companies’ weak record on foreign deals,inese-comp
Tech firms hoard huge cash piles,ch-firms-h
British Airways botches its response to its latest technical woes,itish-airw
A Turkish maker of white goods is looking outwards,turkish-ma
Governments may be big backers of the blockchain,vernments-
China’s new cyber-security law is worryingly vague,inas-new-c
Film piracy is changing. Pirates now want ransoms,lm-piracy-
Most of India’s state-owned firms are ripe for sale or closure,st-of-indi
Netflix still gets booed at Cannes,tflix-stil
An abrupt change at the top at Ford,-abrupt-ch
Jeff Immelt’s record shows the pitfalls of capital allocation,ff-immelts
"Among private tech firms, Airbnb has pursued a distinct strategy",ong-privat
The market for rare trainers,e-market-f
The market for rare trainers,e-market-f
Masayoshi Son and Saudi Arabia launch a monster technology fund,sayoshi-so
Why companies in the chemicals industry are mixing,y-companie
Dow Chemical shows how American industrials and globalisation mix,w-chemical
BHP reconsiders its foray into US shale,p-reconsid
Airlines have dodged a wider ban on electronic devices,rlines-hav
Embattled Toshiba tries to sell its flash-memory unit,battled-to
"When bosses visit the White House, their firms make more money",en-bosses-
"Shuffle off, Bollywood: it’s time for Tollywood and Kollywood",uffle-off-
Hunger for vinyl means a chronic shortage of pressing machines,nger-for-v
Coca-Cola’s new boss tries to move beyond its core product,ca-colas-n
Tencent takes on Apple in China,ncent-take
The super-connector airlines face a world of troubles,e-super-co
Donald Trump’s family and a controversial visa scheme,nald-trump
A boss’s guide to fending off an activist attack,bosss-guid
Management lessons from an American general,nagement-l
How America’s two tech hubs are converging,w-americas
Axel Springer’s digital transformation,el-springe
Cancer drugs are getting better and dearer,ncer-drugs
Harvard Business School risks going from great to good,rvard-busi
ESPN is losing subscribers but it is still Disney’s cash machine,pn-is-losi
America’s food-truck revolution stalls in some cities,ericas-foo
Alphabet’s case against Uber,phabets-ca
Saudi women are a captive market for Uber and Careem,udi-women-
Saudi women are a captive market for Uber and Careem,udi-women-
Neste uses animal waste to make a cleaner form of diesel,ste-uses-a
Technology firms and the office of the future,chnology-f
A giant cement firm may have unwittingly funded Islamic State,giant-ceme
Small flying “cars” come a bit closer to reality,all-flying
India's Patanjali takes on Western consumer-goods firms,dias-patan
French businesses relish the prospect of President Macron,ench-busin
A Form 10-K for America’s government,form-10-k-
Steven Mnuchin gets started on tax reform but there is more to do,even-mnuch
Why the decline in the number of listed American firms matters,y-the-decl
Japanese fast-food chains feel a squeeze,panese-fas
How Donald Trump affects America’s tourist business,w-donald-t
"AkzoNobel, under siege, makes unrealistic promises about growth",zonobel-un
Another debate about net neutrality in America,other-deba
China’s internet giants go global,inas-inter
New types of driver embrace the recreational vehicle,w-types-of
Police drag a man from a United Airlines plane,lice-drag-
Trends in the air-freight business,ends-in-th
The University of Chicago worries about a lack of competition,e-universi
China’s HNA Group goes on a global shopping spree,inas-hna-g
Why carmakers need to get bigger,y-carmaker
How Germany’s Otto uses artificial intelligence,w-germanys
Google is accused of underpaying women,ogle-is-ac
Cloudification will mean upheaval in telecoms,oudificati
Cloudification will mean upheaval in telecoms,oudificati
Looking good can be extremely bad for the planet,oking-good
Time Warner’s boss is the anti-mogul,me-warners
Oil struggles to enter the digital age,l-struggle
Encouraging African entrepreneurship,couraging-
Makers and distributors of opioid painkillers are under scrutiny,kers-and-d
Growth at Indian internet consumer firms has stalled,owth-at-in
De La Rue rethinks its strategy,-la-rue-re
Bill O’Reilly faces allegations of sexual harassment,ll-oreilly
Tesla increases deliveries of electric cars,sla-increa
Swiss watchmakers try to keep pace,iss-watchm
Luxury-goods companies are belatedly trying to go digital,xury-goods
Westinghouse files for bankruptcy,stinghouse
"Ameerpet, India’s unofficial IT training hub",eerpet-ind
Masayoshi Son goes on a $100bn shopping spree,sayoshi-so
YouTube highlights problems with digital advertising,utube-high
Companies are racing to add value to water,mpanies-ar
Uber is facing the biggest crisis in its short history,er-is-faci
A meat scandal in Brazil damages two of its biggest firms,meat-scand
America’s shale firms don’t give a frack about financial returns,ericas-sha
America and Britain prohibit large electronic devices in aircraft cabins on some routes,erica-and-
Big tyremakers are regaining their grip,g-tyremake
The battle to build Donald Trump’s wall,e-battle-t
Citigroup’s decade of agony is almost over,tigroups-d
A battle over Euro Disney,battle-ove
America’s pot industry shrugs off Donald Trump’s harder line on drugs,ericas-pot
Chinese pharma firms target the global market,inese-phar
The business model for the Olympic Games is running out of puff,e-business
Mobileye and Intel join forces,bileye-and
What Satya Nadella did at Microsoft,at-satya-n
Elon Musk supercharges progress on energy storage,on-musk-su
A deal sparks talk of car-industry mega-mergers,deal-spark
Can a railway legend deliver at America’s CSX?,n-a-railwa
Mukesh Ambani has made the business world’s most aggressive bet,kesh-amban
A volatile start for shares in Snap,volatile-s
Mining companies have dug themselves out of a hole,ning-compa
Chinese startups push into foreign markets,inese-star
A corruption probe raises uncertainty over the future of Eni’s boss,corruption
Travis Kalanick’s uber-apology,avis-kalan
Shipping’s blues,ippings-bl
"Conformity, nostalgia and 5G at the Mobile World Congress",nformity-n
A digital revolution in health care is speeding up,digital-re
Samsung’s strategy office is dismantled,msungs-str
The Rwandan Patriotic Front’s business empire,e-rwandan-
Britain has second thoughts about foreign takeovers,itain-has-
Taxi drivers overcharge when passengers are on expenses,xi-drivers
3G missed Unilever but its methods are spreading,-missed-un
"The rise of artificial intelligence is creating new variety in the chip market, and trouble for Intel",e-rise-of-
3G missed Unilever but its methods are spreading,-missed-un
"The rise of artificial intelligence is creating new variety in the chip market, and trouble for Intel",e-rise-of-
"It is easier than ever to fund an indie film, but harder than ever to get people to see it",-is-easier
India’s hostels for the upwardly mobile,dias-hoste
The rise of “deep-tech” is boosting Paris’s startup scene,e-rise-of-
Are technology firms madly overvalued?,e-technolo
Toymakers bounce back in the land of adult nappies,ymakers-bo
Sales of green vehicles are booming in Norway,les-of-gre
Electric cars are set to arrive far more speedily than anticipated,ectric-car
Kraft Heinz bids $143bn for Unilever,aft-heinz-
Samsung’s boss is arrested on bribery charges,msungs-bos
"France’s PSA Group may plan to buy Opel, GM’s European operation",ances-psa-
America’s latest spectrum auction,ericas-lat
Planet’s satellites offer customers a new world view every day,anets-sate
"Why bosses are flying more for play, not work",y-bosses-a
Corporate short-termism is a frustratingly slippery idea,rporate-sh
Traditional media firms are enjoying a Trump bump,aditional-
New models for new media,w-models-f
Investors flock to buy a piece of Mexico’s leading tequila-maker,vestors-fl
Internet firms’ legal immunity is under threat,ternet-fir
Ralph Lauren and Macy’s tell a similar tale of woe,lph-lauren
Tata’s governance is still faulty,tas-govern
Shareholder democracy is ailing,areholder-
Grab battles Uber in South-East Asia,ab-battles
Snap’s IPO will be the largest in years,aps-ipo-wi
The market for alternative-protein products,e-market-f
Silicon Valley’s criticism of Donald Trump,licon-vall
"Beating Apple, Xiaomi and the gang in China",ating-appl
TVs: the next testing scandal?,s-the-next
Logistics companies fear the return of hard borders,gistics-co
The challenges for ExxonMobil’s new boss,e-challeng
America’s booming pet health-care business,ericas-boo
Bridge International Academies gets high marks for ambition but its business model is still unproven,idge-inter
Formula One’s new American owner gives Bernie Ecclestone the heave-ho,rmula-ones
How to build a nuclear-power plant,w-to-build
McDonald’s is going for healthier fare and greater digitisation,donalds-is
Political dating sites are hot,litical-da
"Why American bosses have become giddy, last-minute fans of Donald Trump",y-american
Lee Jae-yong dodges arrest on charges of bribery,e-jae-yong
Businesses can and will adapt to the age of populism,sinesses-c
A big fine for Rolls-Royce is not its only worry,big-fine-f
A merger is the latest sign of Big Tobacco’s resilience,merger-is-
American regulators investigate Fiat Chrysler for emissions cheating,erican-reg
A continental merger between Luxottica and Essilor fits a pattern,continenta
Indian outsourcing specialists must reboot their strategies,dian-outso
Old problems await a new boss at Tata,d-problems
A controversial transaction sits at the heart of Liberty Media’s takeover of Formula One,controvers
Adidas’s high-tech factory brings production back to Germany,idass-high
A controversial transaction sits at the heart of Liberty Media’s takeover of Formula One,controvers
Adidas’s high-tech factory brings production back to Germany,idass-high
American regulators accuse Fiat Chrysler of emissions cheating,erican-reg
America leaves foreign firms out in the cold,erica-leav
A rush to patent the blockchain is a sign of the technology’s promise,rush-to-pa
Africa’s largest iron-ore deposit has tainted all who have touched it,ricas-larg
A handful of startups are launching ride-hailing for children,handful-of
Nestlé looks for ways to boost stale growth as consumers snub unhealthy food,stle-looks
Toshiba admits to a ruinous overpayment for an American nuclear firm,shiba-admi
The three Rs behind global banks’ recovery,e-three-rs
Ford Motors courts Donald Trump by scrapping a planned plant in Mexico,rd-motors-
"Indian business prepares to tap into Aadhaar, a state-owned fingerprint-identification system",dian-busin
The Christmas spending bump flattens,e-christma
Our Schumpeter columnist pens a dark farewell,r-schumpet
"In Japan, a new kind of business school is retraining jaded salarymen",-japan-a-n
Behind the bid for Sky is a less powerful Murdoch empire,hind-the-b
Management theory is becoming a compendium of dead ideas,nagement-t
The management style of Amancio Ortega,e-manageme
Food packaging is not the enemy of the environment that it is assumed to be,od-packagi
Alphabet’s Google is searching for its next hit,phabets-go
What DeepMind brings to Alphabet,at-deepmin
"France’s corporate raider, Vincent Bolloré, makes a bid for Italy’s biggest broadcaster",ances-corp
In Germany mature workers are answering to young supervisors,-germany-m
The oil industry is bouncing back after OPEC’s meeting,e-oil-indu
Breitbart News pushes deeper into Europe,eitbart-ne
America’s audit watchdog uncovers serious misconduct at Deloitte Brazil,ericas-aud
A new motorcycle brand springs from a computer,new-motorc
Europe’s nastiest takeover battle reaches its second anniversary,ropes-nast
South Korea’s chaebol bosses face parliament,uth-koreas
"Charles Koch is a rare thing, a businessman besotted with ideas",arles-koch
Glencore stuns the oil-trading business with a deal to take a big stake in Rosneft,encore-stu
Siemens and General Electric gear up for the internet of things,emens-and-
How companies should treat their most enthusiastic customers,w-companie
Donald Trump’s win has sent the shares of small American companies on a tear,nald-trump
France’s nuclear-energy champion is in turmoil,ances-nucl
Airbnb belatedly knocks on the door in China,rbnb-belat
Airbnb belatedly knocks on the door in China,rbnb-belat
Japanese golf courses hunt for a new driver,panese-gol
The sharing economy’s latest trick is home-sharing for pooches,e-sharing-
Donald Trump’s conflicts of interest,nald-trump
Technology firms may struggle to disrupt the food business,chnology-f
The sharing economy brings tycoon lifestyles within reach of some,e-sharing-
The future of the A380,e-future-o
The business of reselling returned shop items,e-business
False news items are not the only problem besetting Facebook,lse-news-i
Samsung is sucked into South Korea’s political crisis,msung-is-s
Breaking the habit,-26
Uncertain business,certain-bu
Amp my ride,p-my-ride
Clash of the Tatas,ash-of-the
Pot of gold,t-of-gold
Seize the day,ize-the-da
Vein hope,in-hope
Polluting the outlook,lluting-th
System crash,stem-crash
The great divergence,e-great-di
Meet the new boss,et-the-new
A long road to recovery,long-road-
African potholes,rican-poth
The big sort,e-big-sort
Political business,litical-bu
The niche in phones that are different,e-niche-in
Los Angeles booms as a startup hub,s-angeles-
Tech firms shell out to hire and hoard talent,ch-firms-s
How to rev up Japanese startups,w-to-rev-u
Digital advertisers battle over online privacy,gital-adve
How to confront a dark corporate past,w-to-confr
Cyrus Mistry hits back at being ousted from Tata,rus-mistry
Angling for the future of TV,gling-for-
Brazilian firms emerge from the gloom,azilian-fi
Big tobacco’s new ambitions,g-tobaccos
Jail bait,il-bait
Jail bait,il-bait
New York deflates Airbnb,w-york-def
Cyrus Mistry is ousted as Tata’s boss,rus-mistry
AT&T and Time Warner plot a blockbuster media future,-and-t-and
Channelling Trump,annelling-
Countdown,untdown
Turning the tables,rning-the-
Push my buttons,sh-my-butt
Techno wars,chno-wars
Well-connected,ll-connect
The trials of Juno,e-trials-o
The business of outrage,e-business
The business of outrage,e-business
Made men,de-men
Campus vs beach,mpus-vs-be
Worth it?,rth-it
Overdoing it,erdoing-it
Cream of the crop,eam-of-the
Gold posts,ld-posts
Insanely virtual,sanely-vir
Charred chaebol,arred-chae
Putting it all on grey,tting-it-a
Change of tune,ange-of-tu
A yen for cheapness,yen-for-ch
Techno parties,chno-parti
Quick and dirty,ick-and-di
"Bloodsport, hold the blood",oodsport-h
They’re watching Yahoo,eyre-watch
In formation,-formation
Doesn’t ad up,esnt-ad-up
Jump-start,mp-start
Prick up your ears,ick-up-you
Mixed messages,xed-messag
Blot on the landscape,ot-on-the-
Don’t limit the revolution,nt-limit-t
Not always in clusters,t-always-i
Not always in clusters,t-always-i
A well-loved monster takes Japan’s box office by storm once again,well-loved
Against happiness,ainst-happ
Mistry’s elephant,strys-elep
Split ends,lit-ends
Who’s self-driving your car?,os-self-dr
"Look, no claims!",ok-no-clai
The freaks are coming,e-freaks-a
Welding bells,lding-bell
Twitter in retweet,itter-in-r
Incumbents rule,cumbents-r
Three-hit wonder,ree-hit-wo
Long journey,ng-journey
Risky business,sky-busine
Pitt stop,tt-stop
Stay or go,ay-or-go
Growing pains,owing-pain
Chemical reaction,emical-rea
The dark arts,-17
Shhhh!,hhh
"Mission, interrupted",ssion-inte
Profits overboard,ofits-over
Still ringing bells,ill-ringin
Making eyes across the ocean,king-eyes-
Breaking bad,eaking-bad
Free speech,ee-speech
Passé,sse
The €13 billion bite,e-eu13-bil
Stada and deliver,ada-and-de
Seizure-inducing,izure-indu
Correction: Own goal,rrection-o
Show me again,ow-me-agai
Leaving for the city,aving-for-
Honest partner,nest-partn
Fashion forward,shion-forw
Winging it,nging-it
Winging it,nging-it
Cloud chronicles,oud-chroni
Mafia management,fia-manage
Gawker.com shuts down,wkercom-sh
Cracks in the surface,acks-in-th
Rebirth of a sales firm,birth-of-a
In the name of the father,-the-name-
Family values,mily-value
Streaming on screens near you,reaming-on
Something’s in the air,methings-i
Not all shows must go on,t-all-show
The watchers,e-watchers
A long haul,long-haul
Nothing to see here,thing-to-s
Don’t Buff it up,nt-buff-it
Boxed-in unicorn,xed-in-uni
Revenge of the nerds,venge-of-t
All systems stop,l-systems-
Amateur’s hour,ateurs-hou
Peugeot rallies,ugeot-rall
Things fall apart,ings-fall-
Uber gives app,er-gives-a
Cocoa nuts,coa-nuts
WeChat’s world,chats-worl
WeChat’s world,chats-worl
Look before you leap,ok-before-
Pay check,y-check
No logo,-logo
The Guardian’s losses mount,e-guardian
"Change, or else",ange-or-el
Hans free,ns-free
Does it ad up?,es-it-ad-u
Fixing fate,xing-fate
Charging ahead,arging-ahe
In the thicket of it,-the-thick
Not-so-clever contracts,t-so-cleve
Verizon calls time on Yahoo by buying it,rizon-call
A dirty little secret,dirty-litt
Everything under the Son,erything-u
Of populism and profits,-populism-
Silicon Valley 1.0,licon-vall
The great convergence,e-great-co
Fight club,ght-club
His and hers,s-and-hers
Rocketing around the world,cketing-ar
Cutting the cord,tting-the-
Sell me if you can,ll-me-if-y
"I mug you, Pikachu!",mug-you-pi
Red alert,d-alert
Be nice to nerds,-nice-to-n
Putting on the glitz,tting-on-t
The emperor’s gift,e-emperors
The two faces of USA Inc,e-two-face
Invasion of the bottle snatchers,vasion-of-
Talent search,lent-searc
Vanke panky,nke-panky
Flying blind,ying-blind
Picking losers,cking-lose
Rules and Britannia,les-and-br
German business leaders fear Brexit could lead to a less competitive Europe,rman-busin
Window dressing,ndow-dress
From noodles to poodles,om-noodles
Squeezing the tube,ueezing-th
From clout to rout,om-clout-t
In the rough,-the-rough
Ticking all the boxes,cking-all-
All about the base,l-about-th
Silver linings,lver-linin
Clouds appear,ouds-appea
Print my ride,int-my-rid
Oi boy,-boy
Free and easy listening,ee-and-eas
Short and sweet,ort-and-sw
Sleepy giant,eepy-giant
The imperial CFO,e-imperial
LinkedUp,nkedup
Wider impact,der-impact
Reweaving the web,weaving-th
Keeping on the northern lights,eping-on-t
No business like show business,-business-
Lord of the jungle,rd-of-the-
Where the smart is,ere-the-sm
Job opening,b-opening
Their eyes on Albion,eir-eyes-o
The germ of an idea,e-germ-of-
Bloated but still bingeing,oated-but-
Trust me,ust-me
Forbidden fruit,rbidden-fr
No truck with cartels,-truck-wit
Factories in the sun,ctories-in
The evolution of Mr Thiel,e-evolutio
From smartphone to silver screen,om-smartph
Thinking outside the box,inking-out
Life in the fast lane,fe-in-the-
Taming the beasts,ming-the-b
Upward mobility,ward-mobil
Upward mobility,ward-mobil
Striking it rich,riking-it-
Proof positive,oof-positi
Under scrutiny,der-scruti
Sumner’s lease,mners-leas
Google could face billion-dollar fines in two court cases,ogle-could
Cheese in our time,eese-in-ou
$1 billion stakes on the menu,billion-st
The emporium strikes back,e-emporium
Greens in pinstriped suits,eens-in-pi
Seedy business,edy-busine
Risk premiums,sk-premium
Seeking another path,eking-anot
Sitting pretty,tting-pret
The eye of the storm,e-eye-of-t
Island story,land-story
Peak tycoon,ak-tycoon
The Slack generation,e-slack-ge
Snuffed out,uffed-out
Snappy dressers,appy-dress
Going great guns,ing-great-
Nissan and Mitsubishi make an alliance,ssan-and-m
Sumner Redstone’s $42 billion empire remains in his hands,mner-redst
Not-so-Big Oil,t-so-big-o
Not-so-Big Oil,t-so-big-o
"Growing, wildly",owing-wild
What do the Foxes say?,at-do-the-
Golden oldies,lden-oldie
Parks of recreation,rks-of-rec
These boots are made for walking,ese-boots-
Stay with me,ay-with-me
Australia gets ready to rewrite its outdated media laws,stralia-ge
Still kicking,ill-kickin
Crazy diamonds,azy-diamon
Risky business,sky-busine
Exhaustive analysis,haustive-a
Deltour in the dock,ltour-in-t
Category error,tegory-err
Comcast buys DreamWorks Animation in an effort to rival Disney,mcast-buys
Smoke signals,oke-signal
The outside track,e-outside-
Turning the tanker,rning-the-
Android attack,droid-atta
Hangover,ngover
The over-promised land,e-over-pro
Pay dirt,y-dirt
Blood sports,ood-sports
The former owners of Yukos suffer a legal setback,e-former-o
The former owners of Yukos suffer a legal setback,e-former-o
Keeping it under your hat,eping-it-u
Scales dropped,ales-dropp
Follow the sun,llow-the-s
Baiting the bear,iting-the-
The pits,e-pits
Mail’s got you,ils-got-yo
Opportunity strikes,portunity-
Knitty gritty,itty-gritt
The 1.2 billion opportunity,-16
Yum is flogging its once high-flying China wing,m-is-flogg
Gluts for punishment,uts-for-pu
Pfiasco,iasco
"Bots, the next frontier",ts-the-nex
Global appetites,obal-appet
The grey market,e-grey-mar
Through the mill,rough-the-
Alaska Airlines’ purchase of Virgin America could start a new wave of consolidation,aska-airli
Million-dollar babies,llion-doll
Tycoonomics,coonomics
"Hail, César!",il-cesar
Recovery phase,covery-pha
Blinded by the light,inded-by-t
Analyse this,alyse-this
Money that grows on trees,ney-that-g
The man who put Intel inside,e-man-who-
Changing the channel,anging-the
Shock therapy,ock-therap
"Shine, but not rise",ine-but-no
"Invisible ads, phantom readers",visible-ad
On a charge,-a-charge
He who would Valeant be,-who-would
Oiling the wheels,ling-the-w
Team spirit,am-spirit
"Too little freight, too much space",o-little-f
Cross the boss,oss-the-bo
Films are the new stars,lms-are-th
Bavarian rhapsody,varian-rha
Open for business,en-for-bus
Approved by mothers-in-law,proved-by-
A Nordic pyramid,nordic-pyr
DUC and cover,c-and-cove
Things are looking app,ings-are-l
Shops to showrooms,ops-to-sho
Emission impossible,ission-imp
Still a man’s world,ill-a-mans
Not so espresso,t-so-espre
A rust-belt revival,rust-belt-
The appy trucker,e-appy-tru
A gambler on shale,gambler-on
The march of the zombies,e-march-of
Silver-screen playbook,lver-scree
Fading stars,ding-stars
"Arrive full, leave empty",rive-full-
Town and company,wn-and-com
Flare-up,are-up
On the stump,-the-stump
Plane truths,ane-truths
The measure of a man,e-measure-
"Tim Cook, privacy martyr?",m-cook-pri
"Tim Cook, privacy martyr?",m-cook-pri
Wireless: the next generation,reless-the
An actual Grexit,-actual-gr
Soggy sales,ggy-sales
Core ores,re-ores
Sour grapes,ur-grapes
Clunky Dorsey,unky-dorse
Whizz kids,izz-kids
Sharp elbows,arp-elbows
Diversity fatigue,versity-fa
Pointed questions,inted-ques
Doing the locomotion,ing-the-lo
Bad romance,d-romance
Of profits and prophesies,-profits-a
A select group,select-gro
If the game goes against you,-the-game-
In the dark ages,-the-dark-
The big fight,e-big-figh
Succession failure,ccession-f
Feeding the dragon,eding-the-
A corrosive climate,corrosive-
"iPhone, therefore I am",hone-there
Coming clean?,ming-clean
More than mobility,re-than-mo
More than mobility,re-than-mo
"Going once, going twice, going online",ing-once-g
Flexible figures,exible-fig
House pride,use-pride
Don’t get carried away,nt-get-car
Easy on the ears,sy-on-the-
Gold stars,ld-stars
Chips on their shoulders,ips-on-the
The collaboration curse,e-collabor
A cosy club,cosy-club
Hanging loose,nging-loos
Clusterluck,usterluck
Clusterluck,usterluck
The other side of paradise,e-other-si
A smoother ride,smoother-r
Better than barbarians,tter-than-
Local heroes,cal-heroes
An increasingly precious metal,-increasin
Thinking inside the box,inking-ins
Can’t give it away,nt-give-it
Cutting remarks,tting-rema
From lucky to plucky,om-lucky-t
To the Maxx,-the-maxx
"The driverless, car-sharing road ahead",e-driverle
The cost of cheating,e-cost-of-
Acquired tastes,quired-tas
Toy story,y-story
"Social saints, fiscal fiends",cial-saint
A strange sort of welcome,strange-so
"Icahn, you can’t",ahn-you-ca
Eastward ho!,stward-ho
Tech pundits’ tenuous but intriguing prognostications about 2016 and beyond,ch-pundits
From diggers to data centres,om-diggers
Serial thrillers,rial-thril
Here comes SuperBoss,re-comes-s
Ascending above the turbulence,cending-ab
Another turn of the screw,other-turn
Pushing the limits,shing-the-
Mission improbable,ssion-impr
Best or Keegan?,st-or-keeg
Getting the new arrivals to work,tting-the-
"Guo Guangchang, one of China’s biggest tycoons, is missing",o-guangcha
School for frugal innovation,hool-for-f
Ding-dong,ng-dong
China’s soaring steel exports may presage a trade war,inas-soari
"Red chips, red faces",d-chips-re
Airborne innovation,rborne-inn
A shake-up in make-up,shake-up-i
The age of the whistleblower,e-age-of-t
Reluctant heirs,luctant-he
The east is rouge,e-east-is-
Running on empty,nning-on-e
What the hack?,at-the-hac
Yahoo may be on the brink of breaking up,hoo-may-be
Reusable rockets,usable-roc
The rise and fall of the unicorns,e-rise-and
Billion-dollar babies,llion-doll
Standing up to Superman,anding-up-
Loosening their ties,osening-th
Chicago hope,icago-hope
Chicago hope,icago-hope
Disrupting Mr Disrupter,srupting-m
"Smart products, smart makers",art-produc
No reservations,-reservati
On the road again,-the-road-
"Ready, headset, go",ady-headse
Does Deutschland do digital?,es-deutsch
Up against the paywall,-against-t
The business of going bust,e-business
It’s the real thing,s-the-real
Anyone want a power station?,yone-want-
Here comes the Son,re-comes-t
Nodding donkeys,dding-donk
Cautious conqueror,utious-con
From waterfront to boardroom,om-waterfr
Take-off delayed,ke-off-del
Fuel on the fire,el-on-the-
Not-so-happy returns,t-so-happy
A crush on mobile,crush-on-m
"Growing old, but not together",owing-old-
Drug-fuelled couplings,ug-fuelled
The cost of immaturity,e-cost-of-
The rise of the hacker,e-rise-of-
"Y Combinator, the X Factor of tech",combinator
The fable of the unicorn,e-fable-of
The story and the numbers,e-story-an
A harder road ahead,harder-roa
The big-box game,e-big-box-
A multi-speed Europe,multi-spee
Exxon: the good and bad of being super-sized,xon-the-go
Hitting the bottom,tting-the-
"No names, no bias?",-names-no-
Pfizer and Allergan may make a medical monster,izer-and-a
Pharaonic creations,araonic-cr
Nine billion company names,ne-billion
A fight for light,fight-for-
French lessons,ench-lesso
A portal to nowhere,portal-to-
Five-star fakes,ve-star-fa
Something to chat about,mething-to
Revolution on wheels,volution-o
Partly cloudy,rtly-cloud
The beerhemoth,e-beerhemo
Post apocalypse,st-apocaly
Still a must-have,ill-a-must
Which MBA? 2015,ich-mba-20
Professor Dr Robot QC,ofessor-dr
Lost in Shangywood,st-in-shan
Lost in Shangywood,st-in-shan
Wheel spin-off,eel-spin-o
"New rules, same old paradigm",w-rules-sa
Clubbing together,ubbing-tog
Norwegian blues,rwegian-bl
Debt and alive,bt-and-ali
Blue period,ue-period
Still slipping the net,ill-slippi
Go forth and multiply,-forth-and
Good in parts,od-in-part
Warning light,rning-ligh
Lessons learned,ssons-lear
Capitalism and its discontents,pitalism-a
"Not twilight, but sunrise",t-twilight
Selling the farm,lling-the-
"Snap, flip and crackle",ap-flip-an
A rig too far,rig-too-fa
From iPhones to iCars,om-iphones
Cards on the table,rds-on-the
Painful pills,inful-pill
From corner office to Oval Office,om-corner-
Green wash,een-wash
Climbing aboard the Africa train,imbing-abo
Beer monster,er-monster
Progress without profits,ogress-wit
Death and transfiguration,ath-and-tr
First movement,rst-moveme
"A whimper, not a bang",whimper-no
Liquid lunch,quid-lunch
Welcome to the Promised Land,lcome-to-t
Miracle healers,racle-heal
"Symphony, a chat service from Wall Street, takes on Bloomberg",mphony-a-c
Staying bright in the shadow of a slowdown in China,aying-brig
Stack and deliver,ack-and-de
The software secretaries,e-software
Back to business,-12
Digital Taylorism,gital-tayl
Nowhere to hide,where-to-h
A turbulent patch,turbulent-
The lure of the mobile kingdom,e-lure-of-
A covenant of salt,covenant-o
Euregas!,regas
The Trump in every leader,e-trump-in
"Faster, cheaper fashion",ster-cheap
Work to rule,rk-to-rule
